Date,Company,Sector,Transcript,Sentiment_Score
2025-01-22,Gilead Sciences,Healthcare,35 is leading the sector with record-breaking earnings this year.,0.0
2024-06-23,Moderna,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2024-09-21,Goldman Sachs,Finance,24 is leading the sector with record-breaking earnings this year.,0.0
2024-10-14,Goldman Sachs,Finance,Market volatility due to global economic conditions remains a concern.,0.03
2025-01-01,Pfizer,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2024-05-17,Bank of America,Finance,Increased regulation in 46 is creating new challenges for our business model.,0.14
2024-06-21,Pfizer,Healthcare,We are expanding aggressively into 24 markets to capitalize on industry growth.,0.0
2024-09-20,Chevron,Energy,42 is leading the sector with record-breaking earnings this year.,0.0
2025-02-13,Google,Technology,5 is leading the sector with record-breaking earnings this year.,0.0
2024-11-21,Apple,Technology,We are seeing growing consumer interest in 41 due to macroeconomic trends.,-0.12
2024-10-04,Meta,Technology,Our new product line in 12 is seeing exceptional early adoption.,0.3
2024-09-07,JPMorgan,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2025-02-09,Pfizer,Healthcare,Our new product line in 43 is seeing exceptional early adoption.,0.3
2024-11-23,Johnson & Johnson,Healthcare,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-11-16,JPMorgan,Finance,9 is leading the sector with record-breaking earnings this year.,0.0
2024-09-19,Johnson & Johnson,Healthcare,42 is leading the sector with record-breaking earnings this year.,0.0
2024-06-28,Pfizer,Healthcare,We are expanding aggressively into 15 markets to capitalize on industry growth.,0.0
2024-10-19,Target,Retail,Market volatility due to global economic conditions remains a concern.,0.03
2024-07-25,Microsoft,Technology,36 is leading the sector with record-breaking earnings this year.,0.0
2024-09-19,Shell,Energy,Our new product line in 16 is seeing exceptional early adoption.,0.3
2024-10-13,Chevron,Energy,"Revenue grew by 44% this quarter, driven by strong demand in Energy.",0.43
2024-04-11,Walmart,Retail,7 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-04-06,Google,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-09-21,Costco,Retail,"Revenue grew by 37% this quarter, driven by strong demand in Retail.",0.43
2025-02-15,Morgan Stanley,Finance,40 is leading the sector with record-breaking earnings this year.,0.0
2024-09-01,Moderna,Healthcare,We are seeing growing consumer interest in 24 due to macroeconomic trends.,-0.12
2024-04-08,Bank of America,Finance,40 is leading the sector with record-breaking earnings this year.,0.0
2024-10-11,Microsoft,Technology,Increased regulation in 42 is creating new challenges for our business model.,0.14
2024-06-30,Chevron,Energy,Market volatility due to global economic conditions remains a concern.,0.03
2024-12-17,JPMorgan,Finance,"Revenue grew by 29% this quarter, driven by strong demand in Finance.",0.43
2024-12-16,Moderna,Healthcare,"Revenue grew by 43% this quarter, driven by strong demand in Healthcare.",0.43
2024-12-21,Goldman Sachs,Finance,We are seeing growing consumer interest in 41 due to macroeconomic trends.,-0.12
2024-06-13,Amazon,Retail,We are expanding aggressively into 39 markets to capitalize on industry growth.,0.0
2024-04-14,Nvidia,Technology,11 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-07-30,Amazon,Technology,Our new product line in 10 is seeing exceptional early adoption.,0.3
2024-03-20,Tesla,Technology,47 is leading the sector with record-breaking earnings this year.,0.0
2024-12-25,Pfizer,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2024-05-05,Goldman Sachs,Finance,19 is leading the sector with record-breaking earnings this year.,0.0
2024-09-09,Bank of America,Finance,7 is leading the sector with record-breaking earnings this year.,0.0
2024-05-22,JPMorgan,Finance,Increased regulation in 19 is creating new challenges for our business model.,0.14
2024-10-28,Amazon,Retail,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2025-01-06,Meta,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2024-09-14,Microsoft,Technology,We are expanding aggressively into 16 markets to capitalize on industry growth.,0.0
2024-07-14,Goldman Sachs,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-10-22,Costco,Retail,Our new product line in 9 is seeing exceptional early adoption.,0.3
2024-06-20,Shell,Energy,"Revenue grew by 14% this quarter, driven by strong demand in Energy.",0.43
2024-12-27,Morgan Stanley,Finance,Our new product line in 10 is seeing exceptional early adoption.,0.3
2024-10-20,Goldman Sachs,Finance,We are seeing growing consumer interest in 41 due to macroeconomic trends.,-0.12
2024-03-28,Amazon,Technology,43 is leading the sector with record-breaking earnings this year.,0.0
2024-06-21,Goldman Sachs,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-09-03,Target,Retail,"Revenue grew by 45% this quarter, driven by strong demand in Retail.",0.43
2024-06-01,Nvidia,Technology,We are seeing growing consumer interest in 26 due to macroeconomic trends.,-0.12
2024-10-01,Google,Technology,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-11-17,ExxonMobil,Energy,19 is leading the sector with record-breaking earnings this year.,0.0
2024-05-30,BP,Energy,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2025-03-05,Goldman Sachs,Finance,14 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-04-04,Moderna,Healthcare,48 is leading the sector with record-breaking earnings this year.,0.0
2025-02-18,Costco,Retail,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-12-21,Amazon,Retail,"Revenue grew by 13% this quarter, driven by strong demand in Retail.",0.43
2024-11-29,Shell,Energy,Our new product line in 41 is seeing exceptional early adoption.,0.3
2024-11-21,Microsoft,Technology,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-08-09,Tesla,Technology,Increased regulation in 30 is creating new challenges for our business model.,0.14
2024-04-03,Johnson & Johnson,Healthcare,49 is investing heavily in AI and automation to enhance efficiency.,-0.2
2025-01-27,Morgan Stanley,Finance,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-11-23,Amazon,Retail,49 is investing heavily in AI and automation to enhance efficiency.,-0.2
2025-02-18,Pfizer,Healthcare,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-11-28,Costco,Retail,Increased regulation in 29 is creating new challenges for our business model.,0.14
2024-03-18,Microsoft,Technology,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2025-02-10,ExxonMobil,Energy,Our new product line in 14 is seeing exceptional early adoption.,0.3
2025-02-17,Goldman Sachs,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-08-29,Bank of America,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-05-14,Tesla,Technology,48 is leading the sector with record-breaking earnings this year.,0.0
2024-03-25,Moderna,Healthcare,Increased regulation in 5 is creating new challenges for our business model.,0.14
2024-08-06,Johnson & Johnson,Healthcare,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-10-31,Goldman Sachs,Finance,Market volatility due to global economic conditions remains a concern.,0.03
2024-12-03,Shell,Energy,"Revenue grew by 48% this quarter, driven by strong demand in Energy.",0.43
2024-09-01,Pfizer,Healthcare,Market volatility due to global economic conditions remains a concern.,0.03
2025-01-19,Johnson & Johnson,Healthcare,"This quarter, our cash flow has strengthened due to improved operational efficiencies.",-0.12
2024-09-11,ExxonMobil,Energy,Our new product line in 50 is seeing exceptional early adoption.,0.3
2024-05-10,Meta,Technology,Our new product line in 46 is seeing exceptional early adoption.,0.3
2024-07-14,Shell,Energy,Increased regulation in 13 is creating new challenges for our business model.,0.14
2024-10-16,Chevron,Energy,"Revenue grew by 17% this quarter, driven by strong demand in Energy.",0.43
2024-07-22,Walmart,Retail,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-07-23,Microsoft,Technology,Our new product line in 21 is seeing exceptional early adoption.,0.3
2024-11-17,Costco,Retail,22 is investing heavily in AI and automation to enhance efficiency.,-0.2
2024-10-31,Tesla,Technology,Our new product line in 10 is seeing exceptional early adoption.,0.3
2025-01-15,Meta,Technology,We are expanding aggressively into 25 markets to capitalize on industry growth.,0.0
2024-04-24,Nvidia,Technology,We are seeing growing consumer interest in 20 due to macroeconomic trends.,-0.12
2024-06-15,Chevron,Energy,"Revenue grew by 32% this quarter, driven by strong demand in Energy.",0.43
2024-12-21,Goldman Sachs,Finance,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-05-20,Amazon,Retail,"Revenue grew by 9% this quarter, driven by strong demand in Retail.",0.43
2024-06-07,Johnson & Johnson,Healthcare,"Revenue grew by 38% this quarter, driven by strong demand in Healthcare.",0.43
2024-12-05,Target,Retail,We are expanding aggressively into 8 markets to capitalize on industry growth.,0.0
2024-12-24,Meta,Technology,Market volatility due to global economic conditions remains a concern.,0.03
2024-12-12,Shell,Energy,Increased regulation in 49 is creating new challenges for our business model.,0.14
2024-07-22,Costco,Retail,Our new product line in 11 is seeing exceptional early adoption.,0.3
2024-10-05,Morgan Stanley,Finance,We are expanding aggressively into 50 markets to capitalize on industry growth.,0.0
2025-01-16,Johnson & Johnson,Healthcare,Rising interest rates are impacting our borrowing costs and future outlook.,0.0
2024-05-13,Moderna,Healthcare,We are seeing growing consumer interest in 21 due to macroeconomic trends.,-0.12
2025-02-18,Tesla,Technology,We are expanding aggressively into 29 markets to capitalize on industry growth.,0.0
