Trader_Type,Transaction_Type,Stock_Symbol,Trade_Volume,Sentiment_Score,Price_Impact,Transaction_Date
Retail Investor,Sell,BTC,173,-0.68,-0.03,2020-04-13
Insider,Sell,ETH,5369,-0.47,-0.36,2022-06-09
Whale,Sell,MSFT,783976,-0.48,-71.45,2023-02-04
Retail Investor,Buy,TSLA,472,0.47,0.02,2019-09-08
Whale,Buy,AMZN,33996,0.8,4.36,2023-11-12
Retail Investor,Buy,AMZN,39,0.52,0.0,2021-02-28
Whale,Buy,MSFT,773787,0.27,52.58,2023-05-15
Insider,Buy,NVDA,9546,0.82,1.18,2022-04-01
Insider,Sell,AMZN,1209,-0.86,-0.07,2019-01-10
Retail Investor,Sell,SPY,163,-0.63,-0.0,2019-11-14
Whale,Sell,ETH,427866,-0.85,-75.34,2019-08-21
Insider,Buy,NVDA,1432,0.28,0.05,2022-12-23
Whale,Sell,ETH,505609,-0.3,-23.46,2019-11-22
Retail Investor,Sell,GOOGL,445,-0.54,-0.02,2021-08-22
Insider,Buy,SPY,8392,0.38,0.86,2021-01-13
Whale,Sell,BTC,987515,-0.2,-49.12,2020-02-15
Retail Investor,Buy,META,12,0.23,0.0,2023-04-07
Insider,Buy,META,4460,0.85,0.36,2019-04-08
Retail Investor,Sell,TSLA,294,-0.74,-0.06,2022-03-08
Insider,Sell,AMZN,3912,-0.48,-0.09,2021-04-06
Insider,Sell,ETH,1801,-0.83,-0.14,2021-04-09
Insider,Buy,AMZN,7823,0.64,0.12,2020-03-12
Retail Investor,Sell,SPY,106,-0.37,-0.0,2022-10-27
Retail Investor,Buy,META,355,0.75,0.05,2019-01-27
Whale,Sell,TSLA,578442,-0.84,-77.94,2020-09-09
Retail Investor,Buy,GOOGL,67,0.54,0.0,2019-02-04
Whale,Sell,BTC,812739,-0.84,-148.18,2021-03-13
Whale,Sell,NVDA,272328,-0.6,-15.43,2019-06-15
Insider,Buy,GOOGL,4347,0.63,0.8,2022-03-09
Insider,Sell,SPY,5830,-0.22,-0.31,2023-06-16
Insider,Sell,GOOGL,4303,-0.4,-0.42,2020-06-22
Insider,Sell,NVDA,6861,-0.45,-0.72,2023-10-11
Insider,Sell,TSLA,5305,-0.85,-1.19,2019-11-29
Retail Investor,Buy,ETH,139,0.62,0.01,2023-05-26
Whale,Buy,ETH,355868,0.37,33.99,2023-01-25
Retail Investor,Buy,SPY,144,0.27,0.01,2020-08-03
Insider,Buy,NVDA,3511,0.48,0.39,2021-03-12
Retail Investor,Buy,MSFT,236,0.64,0.05,2019-12-18
Whale,Sell,TSLA,602019,-0.38,-12.75,2020-08-10
Retail Investor,Sell,ETH,318,-0.39,-0.03,2024-01-25
Insider,Sell,TSLA,1842,-0.58,-0.22,2023-03-08
Whale,Buy,TSLA,987933,0.62,165.57,2022-09-08
Insider,Sell,BTC,8297,-0.76,-0.57,2020-10-02
Retail Investor,Sell,MSFT,270,-0.34,-0.02,2022-05-01
Whale,Sell,ETH,716402,-0.55,-57.03,2021-05-05
Insider,Buy,AAPL,2505,0.82,0.29,2023-08-27
Retail Investor,Sell,AAPL,85,-0.31,-0.0,2020-02-09
Whale,Sell,AMZN,298286,-0.39,-7.06,2021-05-22
Whale,Sell,MSFT,641978,-0.67,-120.87,2021-07-30
Insider,Buy,MSFT,8583,0.24,0.14,2021-12-15
Insider,Buy,AMZN,8883,0.72,0.75,2021-04-21
Retail Investor,Buy,BTC,196,0.73,0.03,2023-10-09
Insider,Buy,TSLA,5940,0.73,1.29,2021-11-29
Whale,Sell,AAPL,763706,-0.4,-49.39,2020-11-24
Retail Investor,Buy,ETH,11,0.74,0.0,2022-01-11
Retail Investor,Buy,TSLA,169,0.53,0.02,2020-05-11
Insider,Sell,MSFT,4893,-0.27,-0.3,2022-08-31
Insider,Buy,NVDA,5056,0.71,0.24,2023-01-15
Retail Investor,Buy,NVDA,368,0.64,0.07,2023-04-22
Retail Investor,Buy,GOOGL,365,0.89,0.07,2019-11-28
Retail Investor,Sell,AMZN,97,-0.31,-0.01,2023-10-21
Retail Investor,Sell,ETH,494,-0.33,-0.01,2019-06-12
Insider,Buy,AMZN,1087,0.41,0.04,2020-08-25
Insider,Buy,AAPL,8363,0.83,0.58,2023-04-01
Retail Investor,Sell,ETH,161,-0.66,-0.03,2023-06-15
Insider,Sell,SPY,5483,-0.79,-0.77,2023-07-21
Insider,Buy,SPY,4952,0.22,0.15,2022-10-29
Whale,Buy,META,822511,0.85,7.13,2023-01-28
Whale,Buy,TSLA,557266,0.28,39.75,2019-05-03
Whale,Buy,AMZN,912724,0.28,36.92,2020-02-01
Insider,Sell,META,4424,-0.76,-0.9,2021-02-15
Retail Investor,Sell,MSFT,201,-0.38,-0.01,2022-07-26
Retail Investor,Buy,BTC,151,0.31,0.01,2019-07-01
Retail Investor,Buy,META,55,0.49,0.01,2020-11-17
Insider,Buy,SPY,2042,0.88,0.15,2021-11-28
Whale,Sell,GOOGL,540031,-0.67,-23.37,2021-10-02
Insider,Sell,META,1184,-0.22,-0.04,2024-02-24
Insider,Buy,MSFT,3297,0.51,0.34,2020-12-06
Whale,Buy,AMZN,235866,0.38,9.49,2023-10-31
Whale,Sell,GOOGL,657161,-0.67,-8.44,2021-04-19
Insider,Buy,AMZN,6464,0.26,0.44,2023-06-07
Insider,Buy,GOOGL,5747,0.43,0.16,2023-12-16
Insider,Sell,SPY,2345,-0.83,-0.47,2019-02-26
Retail Investor,Buy,MSFT,3,0.54,0.0,2021-10-24
Whale,Buy,AAPL,795799,0.55,78.53,2019-09-24
Retail Investor,Sell,AMZN,377,-0.4,-0.01,2023-03-28
Whale,Sell,GOOGL,407268,-0.4,-1.78,2021-12-11
Retail Investor,Buy,SPY,7,0.3,0.0,2021-10-08
Retail Investor,Sell,BTC,430,-0.69,-0.01,2020-10-20
Whale,Sell,AAPL,549711,-0.87,-141.87,2023-04-21
Retail Investor,Sell,AAPL,436,-0.22,-0.01,2022-04-11
Retail Investor,Buy,ETH,350,0.69,0.06,2019-07-21
Whale,Buy,AMZN,246399,0.76,25.74,2020-03-07
Whale,Sell,MSFT,958406,-0.48,-130.72,2020-12-25
Retail Investor,Buy,TSLA,111,0.84,0.03,2023-04-23
Whale,Buy,AAPL,203474,0.83,47.52,2021-09-06
Insider,Sell,NVDA,6758,-0.51,-0.11,2022-08-21
Retail Investor,Buy,AMZN,147,0.27,0.01,2019-05-23
Retail Investor,Sell,SPY,84,-0.62,-0.01,2019-03-04
Retail Investor,Buy,BTC,451,0.52,0.02,2022-08-15
Whale,Sell,BTC,744307,-0.22,-35.09,2021-04-20
Insider,Sell,NVDA,4928,-0.7,-0.09,2021-02-11
Retail Investor,Buy,META,140,0.21,0.0,2021-12-03
Retail Investor,Buy,AAPL,373,0.78,0.01,2020-12-19
Insider,Buy,SPY,3714,0.84,0.62,2021-05-11
Insider,Sell,TSLA,6224,-0.71,-1.26,2021-10-31
Retail Investor,Buy,TSLA,131,0.59,0.0,2020-07-15
Insider,Sell,AAPL,1299,-0.84,-0.28,2022-08-09
Retail Investor,Sell,BTC,128,-0.72,-0.01,2021-01-27
Whale,Buy,GOOGL,647364,0.84,75.8,2021-12-20
Insider,Sell,SPY,1380,-0.3,-0.11,2020-04-03
Whale,Sell,BTC,397991,-0.67,-52.99,2022-07-04
Retail Investor,Sell,BTC,400,-0.71,-0.02,2019-11-15
Retail Investor,Sell,SPY,434,-0.47,-0.01,2020-02-01
Whale,Sell,AAPL,470434,-0.61,-41.76,2022-05-16
Retail Investor,Buy,BTC,28,0.24,0.0,2021-07-25
Insider,Sell,NVDA,2148,-0.27,-0.04,2023-11-08
Whale,Sell,GOOGL,88806,-0.89,-16.18,2020-07-20
Whale,Buy,AAPL,330709,0.72,19.28,2019-05-20
Insider,Sell,GOOGL,9394,-0.48,-0.82,2020-08-06
Insider,Sell,ETH,2190,-0.37,-0.02,2022-09-26
Insider,Sell,AMZN,3594,-0.47,-0.48,2019-04-05
Retail Investor,Buy,AAPL,400,0.76,0.03,2020-05-15
Whale,Buy,SPY,222409,0.24,3.96,2023-07-29
Whale,Sell,GOOGL,920273,-0.27,-71.35,2019-04-12
Retail Investor,Buy,SPY,369,0.62,0.07,2023-02-25
Retail Investor,Buy,TSLA,44,0.24,0.0,2020-11-19
Retail Investor,Buy,AMZN,483,0.74,0.05,2023-09-01
Retail Investor,Buy,ETH,144,0.27,0.0,2020-01-29
Whale,Buy,SPY,269004,0.52,35.55,2022-03-28
Retail Investor,Buy,META,450,0.25,0.02,2021-04-16
Insider,Buy,SPY,7128,0.35,0.66,2020-04-04
Retail Investor,Sell,SPY,131,-0.7,-0.03,2020-03-16
Insider,Sell,AAPL,2525,-0.46,-0.12,2022-02-24
Retail Investor,Sell,NVDA,254,-0.31,-0.01,2019-05-03
Whale,Sell,AAPL,545761,-0.55,-80.76,2021-08-10
Retail Investor,Sell,MSFT,196,-0.71,-0.02,2022-10-16
Retail Investor,Buy,TSLA,200,0.23,0.01,2021-06-13
Insider,Buy,SPY,1078,0.35,0.09,2021-10-15
Retail Investor,Sell,SPY,245,-0.61,-0.02,2021-03-02
Whale,Buy,AMZN,563594,0.47,30.32,2019-06-16
Insider,Sell,TSLA,8332,-0.88,-0.9,2023-08-02
Whale,Sell,SPY,152910,-0.71,-9.89,2023-09-27
Insider,Sell,TSLA,7180,-0.84,-1.09,2019-07-20
Retail Investor,Sell,GOOGL,167,-0.65,-0.01,2021-12-17
Insider,Sell,TSLA,1113,-0.37,-0.06,2021-04-24
Insider,Buy,ETH,5864,0.4,0.58,2019-04-29
Retail Investor,Sell,META,189,-0.56,-0.02,2021-01-22
Retail Investor,Buy,BTC,379,0.49,0.01,2023-12-24
Retail Investor,Sell,BTC,91,-0.9,-0.01,2019-11-22
Retail Investor,Sell,SPY,124,-0.76,-0.01,2022-06-12
Insider,Sell,META,8190,-0.41,-0.53,2021-09-18
Insider,Buy,SPY,8039,0.82,0.22,2019-07-20
Whale,Sell,MSFT,869807,-0.41,-30.73,2023-12-21
Retail Investor,Buy,GOOGL,165,0.22,0.01,2022-07-30
Whale,Buy,TSLA,811918,0.35,13.93,2020-08-26
Retail Investor,Sell,AAPL,417,-0.7,-0.08,2020-11-28
Whale,Buy,ETH,827651,0.56,89.74,2024-01-07
Whale,Sell,ETH,67027,-0.59,-9.59,2023-01-20
Retail Investor,Buy,META,332,0.75,0.05,2022-01-18
Whale,Sell,SPY,45830,-0.8,-1.0,2020-08-06
Retail Investor,Buy,GOOGL,154,0.65,0.01,2021-10-07
Whale,Buy,TSLA,677984,0.87,79.89,2020-03-26
Whale,Sell,GOOGL,102605,-0.5,-6.88,2019-02-16
Insider,Sell,AAPL,6353,-0.56,-0.61,2021-05-27
Whale,Buy,AMZN,157810,0.74,24.32,2022-04-19
Insider,Sell,AAPL,4560,-0.42,-0.44,2019-09-16
Whale,Buy,MSFT,256360,0.36,18.07,2021-08-15
Whale,Buy,MSFT,921775,0.45,82.86,2019-03-15
Whale,Buy,MSFT,129531,0.47,15.28,2023-12-14
Insider,Sell,SPY,7049,-0.7,-0.46,2020-02-10
Insider,Buy,ETH,6202,0.25,0.19,2022-03-28
Insider,Sell,MSFT,1101,-0.27,-0.04,2020-12-04
Whale,Buy,ETH,48632,0.5,4.92,2022-07-31
Insider,Buy,MSFT,4001,0.49,0.47,2020-11-20
Retail Investor,Sell,MSFT,303,-0.33,-0.0,2022-12-15
Insider,Buy,NVDA,7528,0.28,0.43,2023-04-07
Whale,Sell,NVDA,383810,-0.78,-9.85,2023-04-22
Whale,Buy,AMZN,869077,0.79,159.51,2022-02-13
Whale,Buy,AMZN,406307,0.72,54.95,2023-12-24
Insider,Buy,ETH,5543,0.53,0.28,2020-03-22
Retail Investor,Sell,AAPL,415,-0.4,-0.0,2021-03-25
Whale,Sell,AAPL,795751,-0.42,-46.95,2022-08-15
Retail Investor,Buy,META,362,0.48,0.01,2021-10-18
Whale,Sell,TSLA,370480,-0.53,-8.56,2021-04-27
Retail Investor,Sell,SPY,50,-0.77,-0.01,2019-07-16
Retail Investor,Sell,GOOGL,418,-0.54,-0.04,2023-03-21
Whale,Buy,NVDA,847041,0.51,89.44,2019-03-07
Whale,Sell,GOOGL,312863,-0.32,-18.53,2020-10-09
Retail Investor,Sell,AMZN,429,-0.49,-0.03,2019-12-01
Insider,Buy,BTC,6188,0.32,0.17,2019-10-27
Retail Investor,Sell,MSFT,30,-0.43,-0.0,2021-03-20
Whale,Buy,AAPL,856285,0.65,155.22,2023-08-19
Whale,Sell,AMZN,994791,-0.26,-12.84,2020-07-04
Whale,Buy,GOOGL,926718,0.44,71.15,2019-01-03
Whale,Sell,AMZN,68276,-0.83,-1.57,2022-04-05
Insider,Buy,GOOGL,5558,0.81,0.98,2019-11-17
Whale,Buy,BTC,407114,0.53,9.92,2020-04-17
Whale,Buy,SPY,468561,0.57,38.25,2023-10-09
Whale,Sell,SPY,533572,-0.87,-99.37,2022-06-24
Insider,Buy,GOOGL,2476,0.32,0.14,2023-11-20
Whale,Sell,ETH,557320,-0.31,-40.36,2020-06-09
Insider,Sell,ETH,9572,-0.34,-0.32,2019-11-24
Retail Investor,Buy,TSLA,319,0.48,0.04,2021-05-10
Whale,Buy,BTC,333520,0.66,65.72,2023-04-30
Insider,Sell,AAPL,9293,-0.85,-1.0,2021-01-05
Whale,Buy,BTC,150553,0.87,34.74,2023-11-09
Retail Investor,Sell,MSFT,356,-0.54,-0.04,2019-12-17
Whale,Buy,TSLA,966930,0.4,39.22,2019-05-24
Retail Investor,Sell,AAPL,372,-0.57,-0.01,2021-07-08
Insider,Buy,AAPL,1067,0.28,0.02,2021-08-01
Retail Investor,Sell,SPY,346,-0.32,-0.01,2019-01-28
Whale,Sell,AAPL,551052,-0.59,-88.8,2022-06-13
Whale,Buy,NVDA,966740,0.28,70.32,2020-05-23
Retail Investor,Buy,ETH,189,0.62,0.01,2023-06-02
Whale,Sell,AAPL,539500,-0.82,-123.17,2023-08-27
Whale,Sell,MSFT,209384,-0.46,-26.58,2021-04-14
Retail Investor,Sell,ETH,412,-0.71,-0.02,2021-04-18
Insider,Buy,META,5745,0.68,0.9,2021-02-08
Whale,Sell,SPY,121682,-0.68,-10.89,2022-02-09
Retail Investor,Sell,META,106,-0.44,-0.01,2020-07-05
Insider,Sell,META,4258,-0.46,-0.17,2019-04-03
Retail Investor,Sell,SPY,83,-0.71,-0.01,2024-02-04
Whale,Sell,META,755709,-0.32,-27.08,2023-04-18
Whale,Buy,MSFT,452362,0.83,110.18,2019-05-02
Insider,Sell,META,4591,-0.32,-0.31,2021-03-07
Retail Investor,Buy,BTC,493,0.72,0.07,2019-02-16
Insider,Sell,AAPL,3956,-0.66,-0.41,2023-06-24
Whale,Sell,TSLA,26646,-0.47,-3.33,2019-11-13
Whale,Buy,ETH,299929,0.27,24.02,2019-01-26
Retail Investor,Buy,TSLA,211,0.89,0.04,2023-02-22
Whale,Buy,META,297069,0.36,4.51,2021-03-29
Retail Investor,Buy,SPY,308,0.67,0.03,2020-03-02
Retail Investor,Buy,ETH,269,0.85,0.02,2021-07-20
Whale,Buy,SPY,479565,0.36,15.86,2019-08-01
Insider,Sell,ETH,4868,-0.82,-0.62,2023-04-03
Whale,Sell,AAPL,589455,-0.46,-42.03,2019-11-16
Whale,Sell,AAPL,540419,-0.67,-13.13,2021-12-29
Insider,Sell,GOOGL,3564,-0.29,-0.27,2021-11-18
Insider,Sell,BTC,1888,-0.5,-0.21,2022-08-08
Insider,Buy,TSLA,2510,0.33,0.23,2020-11-12
Retail Investor,Buy,AAPL,256,0.72,0.0,2023-07-25
Retail Investor,Sell,GOOGL,19,-0.45,-0.0,2019-12-25
Whale,Sell,AMZN,692663,-0.77,-60.97,2023-02-03
Whale,Buy,META,516671,0.45,16.08,2020-10-15
Retail Investor,Buy,NVDA,181,0.22,0.01,2020-09-01
Retail Investor,Buy,SPY,401,0.69,0.03,2021-07-03
Whale,Buy,AAPL,429965,0.43,26.55,2024-02-03
Whale,Buy,META,396161,0.52,55.02,2023-11-16
Whale,Sell,ETH,844346,-0.82,-8.22,2019-10-21
Insider,Buy,ETH,4284,0.82,0.87,2023-11-06
Whale,Buy,AAPL,648550,0.51,99.22,2022-12-20
Retail Investor,Buy,SPY,126,0.39,0.01,2020-05-15
Retail Investor,Sell,META,264,-0.36,-0.0,2023-10-07
Retail Investor,Sell,AMZN,430,-0.3,-0.01,2021-08-18
Whale,Buy,MSFT,408330,0.89,10.34,2022-08-13
Retail Investor,Sell,ETH,112,-0.6,-0.01,2021-03-11
Retail Investor,Sell,META,28,-0.68,-0.0,2021-03-27
Insider,Sell,BTC,6838,-0.26,-0.17,2020-07-24
Retail Investor,Buy,MSFT,35,0.34,0.0,2019-12-17
Retail Investor,Buy,TSLA,56,0.38,0.0,2022-05-25
Whale,Buy,BTC,916774,0.21,21.11,2022-02-03
Whale,Buy,AAPL,644416,0.68,63.44,2021-10-04
Whale,Buy,BTC,121403,0.22,4.34,2020-12-06
Whale,Sell,AMZN,426407,-0.7,-25.35,2023-08-21
Whale,Buy,AMZN,136306,0.88,15.81,2019-01-27
Insider,Sell,META,9208,-0.62,-1.49,2024-02-03
Whale,Buy,META,265300,0.44,12.48,2020-10-16
Whale,Buy,ETH,114895,0.21,1.84,2020-10-01
Insider,Buy,TSLA,3324,0.28,0.26,2022-08-30
Whale,Buy,NVDA,982345,0.8,224.99,2020-09-11
Insider,Sell,NVDA,5644,-0.79,-1.17,2021-12-19
Whale,Sell,META,631923,-0.5,-11.06,2019-05-21
Retail Investor,Buy,TSLA,425,0.71,0.08,2020-02-02
Insider,Buy,ETH,1650,0.43,0.19,2019-03-12
Retail Investor,Sell,TSLA,8,-0.78,-0.0,2019-09-07
Whale,Sell,AMZN,900264,-0.36,-70.42,2022-03-04
Retail Investor,Sell,SPY,170,-0.46,-0.01,2022-04-07
Insider,Sell,ETH,6320,-0.47,-0.18,2021-02-26
Retail Investor,Sell,ETH,224,-0.34,-0.01,2022-07-28
Retail Investor,Sell,TSLA,325,-0.61,-0.06,2024-01-19
Insider,Sell,BTC,8261,-0.21,-0.24,2021-05-01
Insider,Buy,AMZN,5485,0.72,1.02,2020-04-13
Whale,Sell,ETH,814717,-0.76,-66.76,2023-03-19
Insider,Sell,GOOGL,4730,-0.55,-0.47,2020-10-08
Retail Investor,Buy,GOOGL,281,0.63,0.0,2022-12-29
Whale,Buy,NVDA,475180,0.38,20.84,2021-02-06
Whale,Sell,ETH,65855,-0.7,-1.67,2021-10-04
Whale,Buy,META,948605,0.71,109.02,2022-10-12
Insider,Buy,AAPL,6787,0.34,0.25,2019-06-20
Insider,Buy,ETH,1518,0.41,0.13,2021-04-30
Insider,Buy,MSFT,6932,0.35,0.15,2019-02-18
Insider,Sell,SPY,1631,-0.84,-0.41,2022-08-10
Retail Investor,Buy,GOOGL,35,0.73,0.0,2023-11-15
Whale,Sell,TSLA,559212,-0.76,-82.95,2020-01-16
Retail Investor,Sell,META,156,-0.53,-0.02,2020-04-25
Retail Investor,Sell,AMZN,495,-0.51,-0.03,2019-12-19
Insider,Sell,NVDA,8175,-0.75,-1.18,2022-03-22
Whale,Sell,MSFT,130697,-0.71,-21.79,2023-05-18
Whale,Sell,NVDA,940954,-0.74,-30.97,2022-07-02
Whale,Sell,ETH,710632,-0.62,-13.63,2021-07-22
Retail Investor,Buy,SPY,442,0.34,0.01,2023-08-01
Retail Investor,Sell,META,31,-0.9,-0.01,2023-10-07
Retail Investor,Sell,MSFT,190,-0.33,-0.02,2020-04-29
Insider,Sell,TSLA,7702,-0.57,-0.88,2020-06-23
Whale,Buy,ETH,257632,0.74,55.39,2021-01-12
Whale,Sell,AMZN,32921,-0.26,-1.47,2020-07-30
Whale,Buy,BTC,38174,0.69,5.04,2020-12-19
Retail Investor,Buy,AMZN,146,0.36,0.01,2020-07-07
Whale,Sell,TSLA,406917,-0.58,-22.64,2021-10-13
Whale,Sell,AMZN,740537,-0.78,-43.77,2020-07-05
Retail Investor,Sell,MSFT,296,-0.42,-0.02,2022-01-16
Whale,Sell,GOOGL,78404,-0.87,-20.14,2023-10-01
Retail Investor,Sell,META,456,-0.78,-0.07,2024-02-27
Retail Investor,Buy,NVDA,64,0.88,0.01,2019-03-18
Insider,Buy,MSFT,8039,0.35,0.41,2019-09-25
Whale,Sell,GOOGL,621605,-0.86,-55.37,2024-02-02
Whale,Sell,NVDA,811297,-0.77,-18.5,2019-10-06
Insider,Sell,GOOGL,5565,-0.79,-0.83,2023-08-21
Retail Investor,Sell,AMZN,230,-0.5,-0.02,2020-06-24
Insider,Sell,META,8412,-0.21,-0.06,2020-09-14
Whale,Sell,TSLA,681026,-0.86,-37.06,2020-06-05
Whale,Buy,AAPL,927667,0.58,53.55,2021-10-28
Retail Investor,Buy,ETH,18,0.4,0.0,2022-03-28
Insider,Sell,GOOGL,1236,-0.88,-0.09,2022-03-12
Retail Investor,Buy,SPY,495,0.42,0.03,2019-12-07
Whale,Sell,MSFT,820705,-0.33,-10.92,2020-11-05
Whale,Sell,SPY,524613,-0.32,-35.6,2021-08-25
Retail Investor,Sell,TSLA,329,-0.43,-0.03,2020-12-16
Whale,Buy,TSLA,704985,0.88,174.74,2022-11-10
Insider,Sell,AAPL,6397,-0.23,-0.43,2019-03-27
Retail Investor,Buy,NVDA,129,0.55,0.02,2019-05-18
Insider,Buy,BTC,2192,0.84,0.12,2020-03-29
Retail Investor,Sell,AAPL,44,-0.23,-0.0,2021-12-14
Whale,Sell,BTC,995880,-0.31,-29.81,2019-02-05
Insider,Sell,AAPL,3263,-0.6,-0.45,2021-07-21
Insider,Buy,MSFT,5518,0.44,0.68,2022-10-28
Retail Investor,Buy,NVDA,195,0.33,0.0,2020-05-27
Retail Investor,Sell,META,274,-0.53,-0.01,2019-08-25
Whale,Buy,NVDA,32828,0.78,1.54,2022-03-02
Insider,Buy,MSFT,6381,0.61,0.13,2020-06-14
Insider,Sell,AMZN,7391,-0.41,-0.19,2019-03-31
Retail Investor,Buy,BTC,408,0.72,0.03,2023-01-10
Whale,Buy,SPY,648105,0.21,14.82,2022-01-09
Retail Investor,Buy,AAPL,409,0.38,0.04,2022-02-10
Retail Investor,Buy,AMZN,364,0.32,0.02,2023-07-27
Insider,Sell,SPY,7337,-0.77,-0.87,2019-02-16
Whale,Sell,AMZN,873208,-0.5,-121.46,2020-10-16
Retail Investor,Sell,META,35,-0.52,-0.0,2023-03-27
Whale,Buy,AAPL,768904,0.33,36.33,2024-01-22
Retail Investor,Buy,TSLA,244,0.45,0.01,2023-03-20
Retail Investor,Sell,MSFT,145,-0.52,-0.0,2023-04-14
Whale,Sell,GOOGL,349620,-0.63,-18.01,2024-02-04
Whale,Sell,AMZN,564694,-0.57,-24.63,2021-04-27
Insider,Buy,MSFT,8521,0.89,2.22,2019-11-19
Insider,Buy,NVDA,6223,0.84,0.53,2021-05-22
Whale,Buy,ETH,936537,0.43,27.08,2021-06-04
Whale,Sell,MSFT,41349,-0.68,-7.76,2020-10-10
Insider,Buy,AAPL,8309,0.88,1.57,2022-06-22
Insider,Sell,META,9185,-0.33,-0.47,2019-05-05
Retail Investor,Sell,TSLA,207,-0.45,-0.0,2021-07-22
Insider,Buy,GOOGL,4306,0.35,0.21,2023-02-12
Insider,Sell,ETH,3819,-0.23,-0.01,2021-06-25
Retail Investor,Sell,MSFT,482,-0.64,-0.06,2022-12-08
Whale,Sell,SPY,790258,-0.47,-10.38,2019-09-20
Insider,Buy,TSLA,4304,0.23,0.24,2021-01-05
Retail Investor,Buy,AAPL,478,0.68,0.08,2022-10-09
Whale,Sell,NVDA,70239,-0.55,-5.61,2023-01-04
Insider,Sell,AMZN,2339,-0.32,-0.1,2023-09-04
Insider,Buy,NVDA,5917,0.36,0.42,2021-09-28
Insider,Buy,META,5712,0.88,0.85,2020-01-15
Insider,Sell,BTC,2375,-0.54,-0.37,2022-06-16
Whale,Buy,SPY,675156,0.64,74.17,2021-11-15
Retail Investor,Buy,ETH,440,0.58,0.01,2019-10-17
Whale,Sell,ETH,276664,-0.7,-7.81,2020-02-14
Whale,Buy,AAPL,436898,0.8,39.87,2019-03-23
Insider,Buy,META,2146,0.82,0.4,2022-10-08
Whale,Sell,AMZN,424182,-0.77,-80.01,2022-12-22
Retail Investor,Sell,TSLA,259,-0.35,-0.01,2022-04-05
Retail Investor,Sell,META,398,-0.57,-0.05,2023-05-12
Insider,Buy,MSFT,7050,0.51,0.3,2021-06-15
Insider,Sell,NVDA,5453,-0.32,-0.37,2022-04-24
Retail Investor,Sell,AAPL,401,-0.67,-0.08,2019-04-13
Insider,Buy,NVDA,8438,0.78,1.21,2019-05-31
Retail Investor,Buy,TSLA,450,0.71,0.01,2020-10-20
Whale,Sell,ETH,994302,-0.31,-53.11,2020-10-12
Insider,Buy,GOOGL,1024,0.4,0.01,2021-07-25
Whale,Sell,SPY,971915,-0.52,-14.75,2021-02-23
Insider,Buy,NVDA,5903,0.78,0.98,2023-07-01
Whale,Buy,META,104463,0.27,1.28,2023-01-13
Retail Investor,Buy,TSLA,94,0.74,0.02,2024-01-03
Insider,Sell,BTC,3041,-0.27,-0.24,2023-04-21
Insider,Buy,ETH,9975,0.3,0.09,2023-05-27
Whale,Sell,TSLA,698070,-0.74,-127.77,2020-12-12
Insider,Buy,TSLA,1019,0.71,0.05,2020-11-17
Whale,Buy,AAPL,475142,0.57,54.83,2021-07-05
Retail Investor,Buy,SPY,59,0.87,0.01,2020-04-15
Retail Investor,Sell,ETH,68,-0.57,-0.0,2019-05-03
Whale,Sell,META,616349,-0.66,-39.72,2020-05-10
Insider,Sell,AAPL,1080,-0.28,-0.08,2019-11-10
Insider,Sell,NVDA,3235,-0.87,-0.69,2023-02-20
Retail Investor,Buy,TSLA,111,0.54,0.01,2024-02-01
Retail Investor,Sell,GOOGL,468,-0.38,-0.05,2020-07-09
Whale,Sell,AAPL,83729,-0.68,-6.62,2024-01-04
Insider,Buy,NVDA,6444,0.82,0.62,2020-03-24
Retail Investor,Buy,TSLA,462,0.35,0.05,2021-01-24
Whale,Sell,AMZN,484996,-0.41,-10.0,2019-11-25
Whale,Sell,GOOGL,86052,-0.87,-19.86,2021-10-24
Whale,Buy,AMZN,817768,0.68,164.3,2020-07-29
Whale,Buy,ETH,787026,0.81,167.74,2023-11-11
Insider,Sell,SPY,8090,-0.39,-0.74,2022-11-17
Insider,Buy,BTC,1400,0.34,0.06,2022-07-29
Whale,Buy,NVDA,478456,0.39,30.51,2023-10-16
Insider,Sell,GOOGL,5717,-0.56,-0.2,2023-12-12
Retail Investor,Sell,BTC,206,-0.3,-0.0,2019-06-21
Whale,Sell,ETH,111944,-0.36,-6.84,2022-02-21
Insider,Sell,TSLA,9981,-0.58,-0.51,2020-06-08
Insider,Buy,META,8666,0.52,0.37,2023-10-16
Retail Investor,Buy,NVDA,63,0.59,0.01,2020-11-20
Retail Investor,Buy,GOOGL,138,0.35,0.01,2021-03-21
Insider,Sell,META,9139,-0.5,-0.69,2021-02-18
Retail Investor,Buy,SPY,309,0.29,0.02,2023-12-09
Whale,Sell,AAPL,10513,-0.38,-0.77,2021-03-25
Insider,Buy,AAPL,7208,0.73,1.25,2022-07-14
Retail Investor,Buy,GOOGL,35,0.37,0.0,2019-03-21
Retail Investor,Sell,MSFT,283,-0.68,-0.01,2022-06-23
Insider,Sell,NVDA,9695,-0.23,-0.55,2019-06-07
Retail Investor,Buy,SPY,421,0.53,0.04,2024-01-28
Insider,Sell,AMZN,6680,-0.29,-0.33,2019-06-29
Whale,Sell,ETH,738854,-0.21,-14.27,2020-10-02
Insider,Buy,BTC,4304,0.77,0.81,2022-11-24
Retail Investor,Buy,TSLA,206,0.24,0.01,2019-03-19
